_date,total_clones,unique_clones
2023-08-07,1,1
2023-08-08,20,7
2023-08-09,10,4
2023-08-11,27,8
2023-08-14,4,3
2023-08-15,9,5
2023-08-18,13,7
2023-08-20,1,1
2023-08-21,1,1
2023-08-22,8,4
2023-08-23,12,6
2023-08-28,1,1
2023-08-29,1,1
2023-08-30,9,5
2023-09-04,1,1
2023-09-05,3,2
2023-09-06,1,1
2023-09-11,2,1
2023-09-12,6,4
2023-09-13,1,1
