_date,total_views,unique_views
2023-08-07,2,2
2023-08-08,1,1
2023-08-10,2,2
2023-08-14,8,4
2023-08-15,90,2
2023-08-16,36,1
2023-08-17,10,1
2023-08-18,20,2
2023-08-19,3,1
2023-08-21,25,1
2023-08-22,9,1
2023-08-23,71,2
2023-08-24,8,4
2023-08-25,9,3
2023-08-27,2,2
2023-08-30,90,3
2023-08-31,108,3
2023-09-01,42,3
